"site","sanitation.fellingA","sanitation.fellingB","nhost","ncut1","ncut2","nadj","nnlp","ndam"
"site E",100,100,0,135,0,0,0,0
"site E",100,100,0,135,0,0,0,0
"site E",100,100,0,135,0,0,0,0
"site E",100,100,0,135,0,0,0,0
"site E",100,100,0,135,0,0,0,0
"site E",100,100,0,137,0,0,0,0
"site E",100,100,0,135,0,0,0,0
"site E",100,100,0,133,1,0,0,1
"site E",100,100,0,134,0,0,0,0
"site E",100,100,0,135,0,0,0,0
"site E",100,100,0,137,0,0,0,0
"site E",100,100,0,136,0,0,0,0
"site E",100,100,0,134,0,0,0,0
"site E",100,100,0,136,1,0,0,1
"site E",100,100,0,136,0,0,0,0
"site E",100,100,0,134,1,0,0,1
"site E",100,100,0,136,0,0,0,0
"site E",100,100,0,134,0,0,0,0
"site E",100,100,0,134,0,0,0,0
"site E",100,100,0,134,0,0,0,0
"site E",100,100,0,134,0,0,0,0
"site E",100,100,0,136,0,0,0,0
"site E",100,100,0,136,0,0,0,0
"site E",100,100,0,135,0,0,0,0
"site E",100,100,0,133,0,0,0,0
"site E",100,100,0,135,0,0,0,0
"site E",100,100,0,134,0,0,0,0
"site E",100,100,0,134,0,0,0,0
"site E",100,100,0,133,0,0,0,0
"site E",100,100,0,134,0,0,0,0
"site E",100,100,0,134,0,0,0,0
"site E",100,100,0,136,0,0,0,0
"site E",100,100,0,135,0,0,0,0
"site E",100,100,0,134,0,0,0,0
"site E",100,100,0,136,0,0,0,0
"site E",100,100,0,132,0,0,0,0
